locus_tag	ID	Name	Dbxref	gbkey	gene	description
CCNA_01733	gene1826	CCNA_01733	GeneID:7331198	Gene	NA	alanine racemase;protein_id=YP_002517106.1;
CCNA_01734	gene1827	CCNA_01734	GeneID:7331199	Gene	NA	MarC family integral membrane protein;protein_id=YP_002517107.1;
CCNA_01735	gene1828	CCNA_01735	GeneID:7331200	Gene	NA	PaaI thioesterase family protein;protein_id=YP_002517108.1;
CCNA_01736	gene1829	CCNA_01736	GeneID:7331201	Gene	NA	TetR-family transcriptional regulator;protein_id=YP_002517109.1;
CCNA_01737	gene1830	CCNA_01737	GeneID:7331202	Gene	NA	NA
CCNA_01738	gene1831	CCNA_01738	GeneID:7331203	Gene	NA	NA
CCNA_01739	gene1832	CCNA_01739	GeneID:7331204	Gene	NA	LSU ribosomal protein L9P;protein_id=YP_002517112.1;
CCNA_01740	gene1833	CCNA_01740	GeneID:7331205	Gene	NA	NA
CCNA_01741	gene1834	CCNA_01741	GeneID:7331206	Gene	NA	SSU ribosomal protein S6P;protein_id=YP_002517114.1;
CCNA_01742	gene1835	CCNA_01742	GeneID:7331207	Gene	NA	hypothetical protein;protein_id=YP_002517115.1;
CCNA_01743	gene1836	CCNA_01743	GeneID:7331208	Gene	NA	sterol desaturase family protein;protein_id=YP_002517116.1;
CCNA_01744	gene1837	CCNA_01744	GeneID:7331209	Gene	NA	NA
CCNA_01745	gene1838	CCNA_01745	GeneID:7331210	Gene	NA	thioredoxin peroxidase;protein_id=YP_002517118.1;
CCNA_01746	gene1839	CCNA_01746	GeneID:7331211	Gene	NA	NA
CCNA_01747	gene1840	CCNA_01747	GeneID:7331212	Gene	NA	3-oxoacyl-(acyl-carrier protein) reductase;protein_id=YP_002517120.1;
CCNA_01748	gene1841	CCNA_01748	GeneID:7331213	Gene	NA	methyltransferase;protein_id=YP_002517121.1;
CCNA_01749	gene1842	CCNA_01749	GeneID:7331214	Gene	NA	acyl carrier protein;protein_id=YP_002517122.1;
CCNA_01750	gene1843	CCNA_01750	GeneID:7331215	Gene	NA	3-oxoacyl-(acyl-carrier-protein) synthase II;protein_id=YP_002517123.1;
CCNA_01751	gene1844	CCNA_01751	GeneID:7331216	Gene	NA	NA
CCNA_01752	gene1845	CCNA_01752	GeneID:7331217	Gene	NA	NA
CCNA_01753	gene1846	gmk	GeneID:7331218	Gene	gmk	NA
CCNA_01754	gene1847	CCNA_01754	GeneID:7331219	Gene	NA	NA
CCNA_01755	gene1848	CCNA_01755	GeneID:7331220	Gene	NA	two component sensor histidine kinase;protein_id=YP_002517128.2;
CCNA_01756	gene1849	CCNA_01756	GeneID:7331221	Gene	NA	hypothetical protein;protein_id=YP_002517129.1;
CCNA_01757	gene1850	CCNA_01757	GeneID:7331222	Gene	NA	NA
CCNA_01758	gene1851	pdxA	GeneID:7331223	Gene	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase;protein_id=YP_002517131.1;
CCNA_01759	gene1852	pdxA	GeneID:7331224	Gene	pdxA	peptidyl-prolyl cis-trans isomerase;protein_id=YP_002517132.1;
CCNA_01760	gene1853	CCNA_01760	GeneID:7331225	Gene	NA	OstA-like organic solvent tolerance protein;protein_id=YP_002517133.3;
CCNA_01761	gene1854	CCNA_01761	GeneID:7331226	Gene	NA	YjgP/YjgQ family membrane permease;protein_id=YP_002517134.1;
CCNA_01762	gene1855	CCNA_01762	GeneID:7331227	Gene	NA	YjgP/YjgQ family membrane permease;protein_id=YP_002517135.1;
CCNA_01763	gene1856	CCNA_01763	GeneID:7331228	Gene	NA	multifunctional aminopeptidase;protein_id=YP_002517136.1;
CCNA_01764	gene1857	CCNA_01764	GeneID:7331229	Gene	NA	DNA polymerase III%2C chi subunit;protein_id=YP_002517137.1;
CCNA_01765	gene1858	CCNA_01765	GeneID:7331230	Gene	NA	NA
CCNA_01766	gene1859	CCNA_01766	GeneID:7331231	Gene	NA	CsgG-related curli protein;protein_id=YP_002517139.2;
CCNA_01767	gene1860	CCNA_01767	GeneID:7331232	Gene	NA	cytochrome C family protein;protein_id=YP_002517140.2;
CCNA_01768	gene1861	CCNA_01768	GeneID:7331233	Gene	NA	hypothetical protein;protein_id=YP_002517141.2;
CCNA_01769	gene1862	CCNA_01769	GeneID:7331234	Gene	NA	ABC transporter ATP-binding protein;protein_id=YP_002517142.1;
CCNA_01770	gene1863	CCNA_01770	GeneID:7331235	Gene	NA	nucleoside diphosphate kinase;protein_id=YP_002517143.1;
CCNA_01771	gene1864	CCNA_01771	GeneID:7331236	Gene	NA	hypothetical protein;protein_id=YP_002517144.1;
CCNA_01772	gene1865	CCNA_01772	GeneID:7331237	Gene	NA	NA
CCNA_01773	gene1866	CCNA_01773	GeneID:7331238	Gene	NA	SNARE-associated family membrane protein;protein_id=YP_002517146.1;
CCNA_01774	gene1867	CCNA_01774	GeneID:7331239	Gene	NA	NA
CCNA_01775	gene1868	CCNA_01775	GeneID:7331240	Gene	NA	NA
CCNA_01776	gene1869	CCNA_01776	GeneID:7331241	Gene	NA	ribonuclease D;protein_id=YP_002517149.1;
CCNA_01777	gene1870	CCNA_01777	GeneID:7331242	Gene	NA	NA
CCNA_01778	gene1871	CCNA_01778	GeneID:7331243	Gene	NA	penicillin-binding protein;protein_id=YP_002517151.1;
CCNA_01779	gene1872	CCNA_01779	GeneID:7331244	Gene	NA	hypothetical protein;protein_id=YP_002517152.3;
CCNA_01780	gene1873	ppx1	GeneID:7331245	Gene	ppx1	exopolyphosphatase;protein_id=YP_002517153.1;
CCNA_01781	gene1874	CCNA_01781	GeneID:7331246	Gene	NA	hypothetical protein;protein_id=YP_002517154.1;
CCNA_01782	gene1875	ppk1	GeneID:7331247	Gene	ppk1	NA
CCNA_01783	gene1877	hdaA	GeneID:7331248	Gene	hdaA	chromosome replication regulator protein HdaA;protein_id=YP_002517156.1;
CCNA_01784	gene1878	CCNA_01784	GeneID:7331249	Gene	NA	hypothetical protein;protein_id=YP_002517157.1;
CCNA_01785	gene1879	CCNA_01785	GeneID:7331250	Gene	NA	hypothetical protein;protein_id=YP_002517158.1;
CCNA_01786	gene1880	CCNA_01786	GeneID:7331251	Gene	NA	EcsC family protein;protein_id=YP_002517159.1;
CCNA_01787	gene1881	CCNA_01787	GeneID:7331252	Gene	NA	NA
CCNA_01788	gene1883	CCNA_01788	GeneID:7331254	Gene	NA	NA
CCNA_01789	gene1884	CCNA_01789	GeneID:7331255	Gene	NA	acetyltransferase%2C GNAT family;protein_id=YP_002517162.1;
CCNA_01790	gene1885	CCNA_01790	GeneID:7331256	Gene	NA	protein translocase subunit secG;protein_id=YP_002517163.1;
CCNA_01791	gene1886	CCNA_01791	GeneID:7331257	Gene	NA	NA
CCNA_01792	gene1887	CCNA_01792	GeneID:7331258	Gene	NA	LSU ribosomal protein L32P;protein_id=YP_002517165.1;
CCNA_01793	gene1888	CCNA_01793	GeneID:7331259	Gene	NA	NA
CCNA_01794	gene1889	CCNA_01794	GeneID:7331260	Gene	NA	enoyl-CoA hydratase/isomerase family;protein_id=YP_002517167.2;
CCNA_01795	gene1890	CCNA_01795	GeneID:7331261	Gene	NA	phosphopyruvate hydratase;protein_id=YP_002517168.1;
CCNA_01797	gene1891	ftsB	GeneID:7331263	Gene	ftsB	FtsB-related septum formation initiator;protein_id=YP_002517170.1;
CCNA_01799	gene1892	CCNA_01799	GeneID:7331265	Gene	NA	pyruvate dehydrogenase E1 component alpha subunit;protein_id=YP_002517172.1;
CCNA_01800	gene1893	CCNA_01800	GeneID:7331266	Gene	NA	pyruvate dehydrogenase E1 component beta subunit;protein_id=YP_002517173.1;
CCNA_01801	gene1894	CCNA_01801	GeneID:7331267	Gene	NA	hypothetical protein;protein_id=YP_002517174.1;
CCNA_01802	gene1896	CCNA_01802	GeneID:7331268	Gene	NA	hypothetical protein;protein_id=YP_002517175.1;
CCNA_01803	gene1897	CCNA_01803	GeneID:7331269	Gene	NA	pyruvate dehydrogenase complex%2C dihydrolipoamide acetyltransferase component;protein_id=YP_002517176.1;
CCNA_01804	gene1898	CCNA_01804	GeneID:7331271	Gene	NA	glutathione peroxidase;protein_id=YP_002517177.1;
CCNA_01805	gene1899	CCNA_01805	GeneID:7331272	Gene	NA	dihydrolipoamide dehydrogenase;protein_id=YP_002517178.1;
CCNA_01806	gene1900	CCNA_01806	GeneID:7331273	Gene	NA	ferritin-like domain protein;protein_id=YP_002517179.1;
CCNA_01807	gene1901	CCNA_01807	GeneID:7331274	Gene	NA	NA
CCNA_01808	gene1902	CCNA_01808	GeneID:7331275	Gene	NA	NA
CCNA_01809	gene1903	CCNA_01809	GeneID:7331276	Gene	NA	lipoic acid synthetase;protein_id=YP_002517182.1;
CCNA_01810	gene1904	CCNA_01810	GeneID:7331277	Gene	NA	NA
CCNA_01811	gene1905	CCNA_01811	GeneID:7331278	Gene	NA	competence/damage-inducible protein CinA;protein_id=YP_002517184.1;
CCNA_01812	gene1906	CCNA_01812	GeneID:7331279	Gene	NA	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase/2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase;protein_id=YP_002517185.1;
CCNA_01813	gene1907	CCNA_01813	GeneID:7331280	Gene	NA	tRNA-dihydrouridine synthase;protein_id=YP_002517186.1;
CCNA_01814	gene1908	CCNA_01814	GeneID:7331281	Gene	NA	nitrogen regulation protein ntrB;protein_id=YP_002517187.1;
CCNA_01815	gene1909	CCNA_01815	GeneID:7331282	Gene	NA	nitrogen assimilation regulatory protein NtrC;protein_id=YP_002517188.1;
CCNA_01816	gene1910	CCNA_01816	GeneID:7331283	Gene	NA	NA
CCNA_01817	gene1911	CCNA_01817	GeneID:7331284	Gene	NA	nitrogen assimilation regulatory protein ntrX;protein_id=YP_002517190.1;
CCNA_01818	gene1912	CCNA_01818	GeneID:7331285	Gene	NA	D-alanine aminotransferase;protein_id=YP_002517191.1;
CCNA_01819	gene1913	CCNA_01819	GeneID:7331286	Gene	NA	RNA-binding protein%2C Hfq family;protein_id=YP_002517192.1;
CCNA_01820	gene1914	CCNA_01820	GeneID:7331287	Gene	NA	NA
CCNA_01821	gene1915	CCNA_01821	GeneID:7331288	Gene	NA	MazG protein;protein_id=YP_002517194.4;
CCNA_01822	gene1916	CCNA_01822	GeneID:7331289	Gene	NA	NA
CCNA_01823	gene1917	CCNA_01823	GeneID:7331290	Gene	NA	NA
CCNA_01824	gene1918	CCNA_01824	GeneID:7331291	Gene	NA	hypothetical protein;protein_id=YP_002517197.1;
CCNA_01826	gene1919	CCNA_01826	GeneID:7331293	Gene	NA	vitamin B12 receptor;protein_id=YP_002517199.1;
CCNA_01827	gene1920	cobQ	GeneID:7331294	Gene	cobQ	cobyric acid synthase CobQ;protein_id=YP_002517200.1;
CCNA_01828	gene1921	CCNA_01828	GeneID:7331376	Gene	NA	hypothetical protein;protein_id=YP_002517201.1;
CCNA_01829	gene1922	CCNA_01829	GeneID:7331377	Gene	NA	SalR-family ligand-binding transcriptional regulator;protein_id=YP_002517202.1;
CCNA_01830	gene1923	CCNA_01830	GeneID:7331378	Gene	NA	TonB-dependent receptor;protein_id=YP_002517203.1;
CCNA_01831	gene1924	CCNA_01831	GeneID:7331379	Gene	NA	tryptophan halogenase superfamily protein;protein_id=YP_002517204.1;
CCNA_01832	gene1925	CCNA_01832	GeneID:7331380	Gene	NA	NA
CCNA_01833	gene1926	CCNA_01833	GeneID:7331381	Gene	NA	glucosylceramidase;protein_id=YP_002517206.1;
CCNA_01834	gene1927	CCNA_01834	GeneID:7331382	Gene	NA	oxidoreductase;protein_id=YP_002517207.1;
CCNA_01835	gene1928	CCNA_01835	GeneID:7331383	Gene	NA	ABC transporter ATP-binding protein;protein_id=YP_002517208.1;
CCNA_01836	gene1929	CCNA_01836	GeneID:7331384	Gene	NA	NA
CCNA_01837	gene1930	CCNA_01837	GeneID:7331385	Gene	NA	NA
CCNA_01840	gene1931	CCNA_01840	GeneID:7331388	Gene	NA	NA
CCNA_01841	gene1932	CCNA_01841	GeneID:7331389	Gene	NA	NA
CCNA_01842	gene1933	CCNA_01842	GeneID:7331390	Gene	NA	hypothetical protein;protein_id=YP_002517215.1;
CCNA_01843	gene1934	CCNA_01843	GeneID:7331391	Gene	NA	malate synthase;protein_id=YP_002517216.1;
CCNA_01844	gene1935	CCNA_01844	GeneID:7331392	Gene	NA	DNA integration/recombination/inversion protein;protein_id=YP_002517217.1;
CCNA_01845	gene1936	CCNA_01845	GeneID:7331393	Gene	NA	NA
CCNA_01846	gene1937	CCNA_01846	GeneID:7331394	Gene	NA	two-component sensor histidine kinase;protein_id=YP_002517219.1;
CCNA_01847	gene1938	CCNA_01847	GeneID:7331395	Gene	NA	NA
CCNA_01848	gene1939	qoxD	GeneID:7331396	Gene	qoxD	NA
CCNA_01849	gene1940	qoxC	GeneID:7331397	Gene	qoxC	NA
CCNA_01850	gene1941	qoxB	GeneID:7331398	Gene	qoxB	NA
CCNA_01851	gene1942	qoxA	GeneID:7331399	Gene	qoxA	quinol cytochrome oxidase polypeptide II;protein_id=YP_002517224.1;
CCNA_01852	gene1943	CCNA_01852	GeneID:7331400	Gene	NA	major facilitator superfamily transporter;protein_id=YP_002517225.1;
CCNA_01853	gene1944	CCNA_01853	GeneID:7331401	Gene	NA	hypothetical protein;protein_id=YP_002517226.1;
CCNA_01854	gene1945	CCNA_01854	GeneID:7331402	Gene	NA	NA
CCNA_01855	gene1947	CCNA_01855	GeneID:7331403	Gene	NA	NA
CCNA_01856	gene1948	CCNA_01856	GeneID:7331404	Gene	NA	NA
CCNA_01857	gene1949	CCNA_01857	GeneID:7331405	Gene	NA	AraC-family transcriptional regulator;protein_id=YP_002517230.1;
CCNA_01858	gene1950	CCNA_01858	GeneID:7331406	Gene	NA	AraC-family transcriptional regulator;protein_id=YP_002517231.1;
CCNA_01859	gene1951	CCNA_01859	GeneID:7331407	Gene	NA	NA
CCNA_01860	gene1952	CCNA_01860	GeneID:7331408	Gene	NA	iron-regulated membrane protein;protein_id=YP_002517233.1;
CCNA_01861	gene1953	CCNA_01861	GeneID:7331409	Gene	NA	hypothetical protein;protein_id=YP_002517234.1;
CCNA_01862	gene1954	CCNA_01862	GeneID:7331410	Gene	NA	hypothetical protein;protein_id=YP_002517235.1;
CCNA_01863	gene1956	CCNA_01863	GeneID:7331411	Gene	NA	NA
CCNA_01864	gene1957	CCNA_01864	GeneID:7331412	Gene	NA	TetR-family transcriptional regulator;protein_id=YP_002517237.1;
CCNA_01865	gene1958	CCNA_01865	GeneID:7331413	Gene	NA	NA
CCNA_01866	gene1959	acrB4	GeneID:7331414	Gene	acrB4	cation/multidrug efflux pump acrB4;protein_id=YP_002517239.1;
CCNA_01868	gene1962	CCNA_01868	GeneID:7331416	Gene	NA	NA
CCNA_01869	gene1963	CCNA_01869	GeneID:7331417	Gene	NA	NA
CCNA_01870	gene1964	CCNA_01870	GeneID:7331418	Gene	NA	NA
CCNA_01873	gene1966	CCNA_01873	GeneID:7331421	Gene	NA	magnesium and cobalt transport protein corA;protein_id=YP_002517246.1;
CCNA_01874	gene1967	CCNA_01874	GeneID:7331422	Gene	NA	transposase;protein_id=YP_002517247.1;
CCNA_01875	gene1968	CCNA_01875	GeneID:7331423	Gene	NA	NA
CCNA_01876	gene1969	CCNA_01876	GeneID:7331424	Gene	NA	oxidoreductase;protein_id=YP_002517249.1;
CCNA_01877	gene1970	CCNA_01877	GeneID:7331425	Gene	NA	acyl-CoA thioesterase II;protein_id=YP_002517250.4;
CCNA_01878	gene1971	CCNA_01878	GeneID:7331426	Gene	NA	NA
CCNA_01879	gene1972	CCNA_01879	GeneID:7331427	Gene	NA	NA
CCNA_01880	gene1973	CCNA_01880	GeneID:7331428	Gene	NA	3-ketoacyl-(acyl-carrier-protein) reductase FabG;protein_id=YP_002517253.1;
CCNA_01881	gene1974	CCNA_01881	GeneID:7331429	Gene	NA	NAD-binding Rossmann superfamily protein;protein_id=YP_002517254.1;
CCNA_01882	gene1975	CCNA_01882	GeneID:7331430	Gene	NA	SMP-30/gluconolaconase/LRE-like protein;protein_id=YP_002517255.1;
CCNA_01883	gene1976	CCNA_01883	GeneID:7331431	Gene	NA	acyl-CoA dehydrogenase;protein_id=YP_002517256.1;
CCNA_01884	gene1977	CCNA_01884	GeneID:7331432	Gene	NA	NA
CCNA_01885	gene1978	CCNA_01885	GeneID:7331433	Gene	NA	short chain dehydrogenase;protein_id=YP_002517258.1;
CCNA_01886	gene1979	CCNA_01886	GeneID:7331434	Gene	NA	TonB-dependent receptor;protein_id=YP_002517259.3;
CCNA_01888	gene1980	CCNA_01888	GeneID:7331436	Gene	NA	IclR family HTH transcriptional regulator;protein_id=YP_002517261.1;
CCNA_01889	gene1981	CCNA_01889	GeneID:7331437	Gene	NA	long-chain-fatty-acid--CoA ligase;protein_id=YP_002517262.1;
CCNA_01890	gene1982	CCNA_01890	GeneID:7331438	Gene	NA	enoyl-CoA hydratase/isomerase family protein;protein_id=YP_002517263.1;
CCNA_01891	gene1983	CCNA_01891	GeneID:7331439	Gene	NA	NA
CCNA_01892	gene1984	CCNA_01892	GeneID:7331440	Gene	NA	NA
CCNA_01893	gene1985	CCNA_01893	GeneID:7331441	Gene	NA	SnoaL-like domain protein;protein_id=YP_002517266.1;
CCNA_01894	gene1986	CCNA_01894	GeneID:7331442	Gene	NA	NA
CCNA_01895	gene1987	CCNA_01895	GeneID:7331443	Gene	NA	NA
CCNA_01896	gene1989	CCNA_01896	GeneID:7331444	Gene	NA	hypothetical protein;protein_id=YP_002517269.1;
CCNA_01897	gene1990	CCNA_01897	GeneID:7331445	Gene	NA	metal-dependent hydrolase;protein_id=YP_002517270.1;
CCNA_01898	gene1991	CCNA_01898	GeneID:7331446	Gene	NA	NA
CCNA_01899	gene1992	CCNA_01899	GeneID:7331447	Gene	NA	NA
CCNA_01900	gene1993	CCNA_01900	GeneID:7331448	Gene	NA	NA
CCNA_01901	gene1994	CCNA_01901	GeneID:7331449	Gene	NA	lipoprotein;protein_id=YP_002517274.1;
CCNA_01902	gene1996	CCNA_01902	GeneID:7331451	Gene	NA	nickel-responsive regulator NikR;protein_id=YP_002517275.1;
CCNA_01903	gene1997	CCNA_01903	GeneID:7331452	Gene	NA	NA
CCNA_01904	gene1998	CCNA_01904	GeneID:7331453	Gene	NA	NA
CCNA_01905	gene1999	CCNA_01905	GeneID:7331454	Gene	NA	urea carboxylase;protein_id=YP_002517278.1;
CCNA_01906	gene2000	CCNA_01906	GeneID:7331455	Gene	NA	allophanate hydrolase;protein_id=YP_002517279.1;
CCNA_01907	gene2001	CCNA_01907	GeneID:7331456	Gene	NA	ABC transporter ATP-binding protein;protein_id=YP_002517280.1;
CCNA_01908	gene2002	CCNA_01908	GeneID:7329888	Gene	NA	ABC-type transporter%2C permease component;protein_id=YP_002517281.1;
CCNA_01909	gene2003	CCNA_01909	GeneID:7330048	Gene	NA	NA
CCNA_01910	gene2004	CCNA_01910	GeneID:7330049	Gene	NA	ABC transporter substrate-binding protein;protein_id=YP_002517283.1;
CCNA_01911	gene2005	CCNA_01911	GeneID:7330050	Gene	NA	glyoxalase family protein;protein_id=YP_002517284.1;
CCNA_01912	gene2006	CCNA_01912	GeneID:7330051	Gene	NA	NA
CCNA_01913	gene2007	CCNA_01913	GeneID:7330052	Gene	NA	MarR-family transcriptional regulator;protein_id=YP_002517286.1;
CCNA_01914	gene2008	CCNA_01914	GeneID:7330053	Gene	NA	16S rRNA m(2)G 1207 methyltransferase RsmC;protein_id=YP_002517287.1;
CCNA_01915	gene2009	CCNA_01915	GeneID:7330054	Gene	NA	ribosomal small subunit pseudouridine synthase A;protein_id=YP_002517288.1;
CCNA_01916	gene2011	CCNA_01916	GeneID:7330055	Gene	NA	ribonuclease BN;protein_id=YP_002517289.1;
CCNA_01917	gene2013	CCNA_01917	GeneID:7330057	Gene	NA	alpha-methylacyl-CoA racemase;protein_id=YP_002517290.1;
CCNA_01918	gene2014	popA	GeneID:7330058	Gene	popA	NA
CCNA_01919	gene2015	CCNA_01919	GeneID:7330059	Gene	NA	FrnE protein;protein_id=YP_002517292.1;
CCNA_01920	gene2016	mfd	GeneID:7330060	Gene	mfd	transcription-repair coupling factor Mfd;protein_id=YP_002517293.1;
CCNA_01921	gene2017	CCNA_01921	GeneID:7330061	Gene	NA	Sdh5 family flavination protein;protein_id=YP_002517294.1;
CCNA_01922	gene2018	CCNA_01922	GeneID:7330062	Gene	NA	NA
CCNA_01923	gene2019	CCNA_01923	GeneID:7330063	Gene	NA	NA
CCNA_01924	gene2020	CCNA_01924	GeneID:7330064	Gene	NA	NA
CCNA_01925	gene2021	CCNA_01925	GeneID:7330065	Gene	NA	NA
CCNA_01926	gene2022	dgcB	GeneID:7330066	Gene	dgcB	GGDEF diguanylate cyclase DgcB;protein_id=YP_002517299.1;
CCNA_01927	gene2023	CCNA_01927	GeneID:7330067	Gene	NA	NA
CCNA_01928	gene2024	CCNA_01928	GeneID:7330068	Gene	NA	NA
CCNA_01929	gene2025	CCNA_01929	GeneID:7330069	Gene	NA	hypothetical protein;protein_id=YP_002517302.1;
CCNA_01930	gene2026	CCNA_01930	GeneID:7330070	Gene	NA	ADP-heptose LPS heptosyltransferase;protein_id=YP_002517303.1;
CCNA_01931	gene2027	CCNA_01931	GeneID:7330071	Gene	NA	NA
CCNA_01932	gene2028	CCNA_01932	GeneID:7330072	Gene	NA	NA
CCNA_01933	gene2029	CCNA_01933	GeneID:7330073	Gene	NA	hypothetical protein;protein_id=YP_002517306.1;
CCNA_01934	gene2030	CCNA_01934	GeneID:7330074	Gene	NA	HesB protein family;protein_id=YP_002517307.1;
CCNA_01935	gene2031	CCNA_01935	GeneID:7330075	Gene	NA	FeS assembly SUF system protein;protein_id=YP_002517308.1;
CCNA_01936	gene2032	CCNA_01936	GeneID:7330076	Gene	NA	cysteine desulfurase/selenocysteine lyase;protein_id=YP_002517309.1;
CCNA_01937	gene2033	sufD	GeneID:7330077	Gene	sufD	NA
CCNA_01938	gene2034	sufC	GeneID:7330078	Gene	sufC	ATP-dependent transporter SufC;protein_id=YP_002517311.1;
CCNA_01939	gene2035	sufC	GeneID:7330079	Gene	sufC	NA
CCNA_01940	gene2036	sufB	GeneID:7330080	Gene	sufB	NA
CCNA_01941	gene2038	sufB	GeneID:7330081	Gene	sufB	cysteine desulfhydrase/Selenocysteine lyase;protein_id=YP_002517314.1;
CCNA_01942	gene2039	CCNA_01942	GeneID:7330082	Gene	NA	Rrf2 family protein;protein_id=YP_002517315.1;
CCNA_01943	gene2040	CCNA_01943	GeneID:7330083	Gene	NA	alpha/beta hydrolase family protein;protein_id=YP_002517316.1;
CCNA_01944	gene2041	CCNA_01944	GeneID:7330084	Gene	NA	McrA-family restriction endonuclease;protein_id=YP_002517317.1;
CCNA_01945	gene2043	CCNA_01945	GeneID:7330085	Gene	NA	NA
CCNA_01946	gene2045	CCNA_01946	GeneID:7330086	Gene	NA	NA
CCNA_01947	gene2046	CCNA_01947	GeneID:7330087	Gene	NA	NA
CCNA_01948	gene2047	CCNA_01948	GeneID:7330088	Gene	NA	NA
CCNA_01949	gene2048	bacA	GeneID:7330089	Gene	bacA	NA
CCNA_01950	gene2049	CCNA_01950	GeneID:7330090	Gene	NA	NA
CCNA_01951	gene2050	pbpY	GeneID:7330091	Gene	pbpY	multimodular transpeptidase-transglycosylase PbpY;protein_id=YP_002517324.1;
CCNA_01952	gene2051	CCNA_01952	GeneID:7330092	Gene	NA	N-acetylmuramoyl-L-alanine amidase;protein_id=YP_002517325.3;
CCNA_01954	gene2053	CCNA_01954	GeneID:7330094	Gene	NA	NA
CCNA_01955	gene2054	CCNA_01955	GeneID:7330095	Gene	NA	zinc metalloprotease;protein_id=YP_002517328.1;
CCNA_01956	gene2055	CCNA_01956	GeneID:7330096	Gene	NA	outer membrane protein;protein_id=YP_002517329.1;
CCNA_01957	gene2056	thiG	GeneID:7330097	Gene	thiG	thiazole biosynthesis protein ThiG;protein_id=YP_002517330.1;
CCNA_01958	gene2057	thiS	GeneID:7330098	Gene	thiS	ThiaminS ubiquitin-like sulfur carrier protein ThiS;protein_id=YP_002517331.1;
CCNA_01959	gene2058	CCNA_01959	GeneID:7330099	Gene	NA	3-dehydroquinate dehydratase;protein_id=YP_002517332.1;
CCNA_01960	gene2059	CCNA_01960	GeneID:7330100	Gene	NA	NA
CCNA_01961	gene2060	CCNA_01961	GeneID:7330101	Gene	NA	NA
CCNA_01962	gene2061	CCNA_01962	GeneID:7330102	Gene	NA	NA
CCNA_01963	gene2062	CCNA_01963	GeneID:7330103	Gene	NA	hypothetical protein;protein_id=YP_002517336.4;
CCNA_01964	gene2063	CCNA_01964	GeneID:7330104	Gene	NA	NA
CCNA_01966	gene2064	CCNA_01966	GeneID:7330106	Gene	NA	vitamin B12-dependent ribonucleotide reductase;protein_id=YP_002517339.1;
CCNA_01967	gene2065	CCNA_01967	GeneID:7330107	Gene	NA	hypothetical protein with pentapeptide repeats;protein_id=YP_002517340.1;
CCNA_01968	gene2066	CCNA_01968	GeneID:7330108	Gene	NA	pentapeptide repeats containing protein;protein_id=YP_002517341.1;
CCNA_01969	gene2067	CCNA_01969	GeneID:7330109	Gene	NA	aspartyl-tRNA synthetase;protein_id=YP_002517342.1;
CCNA_01970	gene2068	CCNA_01970	GeneID:7330110	Gene	NA	triosephosphate isomerase;protein_id=YP_002517343.1;
CCNA_01971	gene2069	CCNA_01971	GeneID:7330111	Gene	NA	peptidyl-prolyl cis-trans isomerase;protein_id=YP_002517344.1;
CCNA_01972	gene2070	CCNA_01972	GeneID:7330112	Gene	NA	NA
CCNA_01973	gene2071	CCNA_01973	GeneID:7330113	Gene	NA	hypothetical protein;protein_id=YP_002517346.1;
CCNA_01974	gene2072	CCNA_01974	GeneID:7330114	Gene	NA	anthranilate synthase component II/para-aminobenzoate synthase glutamine amidotransferase component II;protein_id=YP_002517347.1;
CCNA_01975	gene2073	CCNA_01975	GeneID:7330115	Gene	NA	NA
CCNA_01976	gene2074	CCNA_01976	GeneID:7330116	Gene	NA	NA
CCNA_01977	gene2075	CCNA_01977	GeneID:7330117	Gene	NA	1-acyl-sn-glycerol-3-phosphate acyltransferase;protein_id=YP_002517350.1;
CCNA_01978	gene2076	CCNA_01978	GeneID:7330118	Gene	NA	methyltransferase;protein_id=YP_002517351.1;
CCNA_01979	gene2077	lexA	GeneID:7330119	Gene	lexA	NA
CCNA_01980	gene2078	CCNA_01980	GeneID:7330120	Gene	NA	NA
